0,1,"[0.706606388092041, 0.7477246522903442, -0.00010918537009274587]","[0.6479895114898682, 0.7147195339202881, -0.027588358148932457]","[0.5992735624313354, 0.6335812211036682, -0.04611039161682129]","[0.6034256815910339, 0.5474593043327332, -0.06552546471357346]","[0.6413243412971497, 0.5013260245323181, -0.08196642994880676]","[0.6294750571250916, 0.5361579060554504, 0.028835806995630264]","[0.6160831451416016, 0.42313963174819946, 0.008313065394759178]","[0.6132913827896118, 0.35239529609680176, -0.008204122073948383]","[0.6157442331314087, 0.290343701839447, -0.01661403477191925]","[0.6697269678115845, 0.5339580774307251, 0.018159430474042892]","[0.6507319211959839, 0.4646735191345215, -0.03199109435081482]","[0.6436271667480469, 0.5339995622634888, -0.05512350797653198]","[0.6468793153762817, 0.592661440372467, -0.05617378279566765]","[0.7092936038970947, 0.5402697920799255, -0.001949126599356532]","[0.6858602166175842, 0.5004996061325073, -0.066973976790905]","[0.6788349151611328, 0.5800338983535767, -0.09106722474098206]","[0.6853039264678955, 0.6400160789489746, -0.0862259715795517]","[0.7518339157104492, 0.5547521114349365, -0.02396409586071968]","[0.7247895002365112, 0.506793200969696, -0.06719822436571121]","[0.7118341326713562, 0.5618457198143005, -0.07683722674846649]","[0.7130143642425537, 0.6092349886894226, -0.07228229939937592]"
0,1,"[0.7553160786628723, 0.7291218638420105, -2.5816591005423106e-05]","[0.7978792190551758, 0.6353328824043274, 0.11038170009851456]","[0.799242377281189, 0.5517125725746155, 0.1470724493265152]","[0.7778279781341553, 0.48990848660469055, 0.1680881232023239]","[0.7521355748176575, 0.4659173786640167, 0.18126018345355988]","[0.8103046417236328, 0.4647195041179657, 0.030700156465172768]","[0.7774865031242371, 0.3390030264854431, 0.06872780621051788]","[0.7482091784477234, 0.27167725563049316, 0.08809416741132736]","[0.7241108417510986, 0.22478237748146057, 0.08899286389350891]","[0.7684525847434998, 0.4713166356086731, -0.011445482261478901]","[0.6977349519729614, 0.41345441341400146, 0.06973496824502945]","[0.6932450532913208, 0.4610401391983032, 0.11233735829591751]","[0.7128192186355591, 0.4909994602203369, 0.10628341138362885]","[0.7178816199302673, 0.4929962158203125, -0.03776312619447708]","[0.6588208675384521, 0.4479338824748993, 0.04378794878721237]","[0.6609476208686829, 0.4936845004558563, 0.07266026735305786]","[0.6780560612678528, 0.5264361500740051, 0.05924217775464058]","[0.6675478219985962, 0.5220198631286621, -0.059695709496736526]","[0.6281050443649292, 0.4727378189563751, 0.00015783995331730694]","[0.6325765252113342, 0.5139500498771667, 0.02570839785039425]","[0.6437617540359497, 0.5457480549812317, 0.019330061972141266]"
0,1,"[0.7737615704536438, 0.7382776737213135, -0.00010341877350583673]","[0.7052467465400696, 0.7458595037460327, -0.036266352981328964]","[0.6230183839797974, 0.7049731016159058, -0.05542410910129547]","[0.5883694291114807, 0.6313068866729736, -0.0760124996304512]","[0.5929345488548279, 0.5628447532653809, -0.0963810533285141]","[0.6106318831443787, 0.594406247138977, 0.01839427463710308]","[0.5466489195823669, 0.5186938047409058, -0.00855734571814537]","[0.5037769675254822, 0.46500688791275024, -0.03391267731785774]","[0.46332889795303345, 0.4170517027378082, -0.0550779290497303]","[0.6464697122573853, 0.5555059313774109, 0.008928123861551285]","[0.5984209179878235, 0.5119670629501343, -0.043890103697776794]","[0.6200123429298401, 0.5768949389457703, -0.07433899492025375]","[0.6471889019012451, 0.6304168105125427, -0.08185270428657532]","[0.6901508569717407, 0.5289427638053894, -0.01004173792898655]","[0.6399952173233032, 0.5126872658729553, -0.07926657050848007]","[0.6722326874732971, 0.5928599834442139, -0.09779776632785797]","[0.7092387080192566, 0.6493400931358337, -0.08803724497556686]","[0.7424558401107788, 0.5081484913825989, -0.03124697506427765]","[0.6877164244651794, 0.49217331409454346, -0.08465200662612915]","[0.7004927396774292, 0.5529341697692871, -0.09205999970436096]","[0.7264460325241089, 0.595389187335968, -0.08390559256076813]"
0,1,"[0.7788213491439819, 0.7200682759284973, -3.411691795918159e-05]","[0.7290948629379272, 0.7798160314559937, -0.04033748060464859]","[0.6503973007202148, 0.8174424767494202, -0.0671054944396019]","[0.5892841219902039, 0.7943126559257507, -0.09506804496049881]","[0.567078173160553, 0.7334862351417542, -0.11653478443622589]","[0.5935462117195129, 0.7436548471450806, 0.012295586057007313]","[0.5075817108154297, 0.7449916005134583, -0.022916220128536224]","[0.4486236572265625, 0.7424755692481995, -0.04983898624777794]","[0.39385294914245605, 0.7411426305770874, -0.06999543309211731]","[0.6053827404975891, 0.685615599155426, 0.002004246925935149]","[0.5423094034194946, 0.6850278377532959, -0.06229408457875252]","[0.5794318318367004, 0.719182550907135, -0.10052339732646942]","[0.6183651089668274, 0.7434077262878418, -0.11293940246105194]","[0.6254978179931641, 0.6312734484672546, -0.019493523985147476]","[0.5805655121803284, 0.6548635959625244, -0.0951252207159996]","[0.6404248476028442, 0.6926532983779907, -0.11100384593009949]","[0.6939762830734253, 0.707784116268158, -0.09913977980613708]","[0.6549414992332458, 0.5750957727432251, -0.043082911521196365]","[0.6021361351013184, 0.5908768773078918, -0.09555225819349289]","[0.6350396275520325, 0.6298962831497192, -0.10264581441879272]","[0.6745492815971375, 0.6502159833908081, -0.09434299170970917]"
0,1,"[0.7461759448051453, 0.9160715341567993, -0.00011410892329877242]","[0.6855134963989258, 0.8497999310493469, -0.05927026644349098]","[0.6640874147415161, 0.7372154593467712, -0.08747630566358566]","[0.6988308429718018, 0.6527929306030273, -0.1112700030207634]","[0.7540964484214783, 0.6194183230400085, -0.12858720123767853]","[0.7276422381401062, 0.6505940556526184, 0.01764644682407379]","[0.7678643465042114, 0.5393595695495605, -0.02026965469121933]","[0.7988480925559998, 0.4809246063232422, -0.04761830344796181]","[0.8299293518066406, 0.429790198802948, -0.061580538749694824]","[0.7726439237594604, 0.6750980615615845, 0.016616491600871086]","[0.7934402823448181, 0.6181316375732422, -0.06814585626125336]","[0.7642034888267517, 0.7099476456642151, -0.10024106502532959]","[0.7425791621208191, 0.7746294140815735, -0.09127935022115707]","[0.8105940818786621, 0.707852840423584, 0.003401329042389989]","[0.8271010518074036, 0.6693487763404846, -0.08421656489372253]","[0.7925028800964355, 0.7534511089324951, -0.11159776896238327]","[0.768863320350647, 0.8106368780136108, -0.09884615242481232]","[0.8471893072128296, 0.7488788366317749, -0.01393576618283987]","[0.8633860945701599, 0.6988818645477295, -0.07348857074975967]","[0.8333085775375366, 0.7518984079360962, -0.08753226697444916]","[0.8106127977371216, 0.7943724989891052, -0.07807853072881699]"
0,1,"[0.7093514800071716, 0.8954741954803467, -0.00018773865303955972]","[0.7728500366210938, 0.7952581644058228, 0.0737643837928772]","[0.7923098802566528, 0.687498152256012, 0.07683009654283524]","[0.7657219171524048, 0.5990508794784546, 0.08141466230154037]","[0.727738082408905, 0.56087327003479, 0.08271186798810959]","[0.7936848402023315, 0.6232618689537048, -0.11342137306928635]","[0.7806525230407715, 0.44635534286499023, -0.11046327650547028]","[0.7707803249359131, 0.3419640362262726, -0.10617589950561523]","[0.7613712549209595, 0.27049121260643005, -0.11180491000413895]","[0.731020987033844, 0.6324971318244934, -0.13377423584461212]","[0.6765997409820557, 0.4974200129508972, -0.0561867356300354]","[0.670718789100647, 0.5430837273597717, 0.03306783363223076]","[0.6851992011070251, 0.5898951292037964, 0.05456361547112465]","[0.6642410755157471, 0.6531440019607544, -0.14055109024047852]","[0.6249887347221375, 0.5301303267478943, -0.05904243513941765]","[0.6271306276321411, 0.5779905319213867, 0.00923486053943634]","[0.6394078731536865, 0.6247683167457581, 0.013426623307168484]","[0.6014093160629272, 0.6788782477378845, -0.14272868633270264]","[0.5844076871871948, 0.5632230639457703, -0.0815972313284874]","[0.5907734632492065, 0.6009472012519836, -0.03513423725962639]","[0.5953903198242188, 0.6424153447151184, -0.032457608729600906]"
0,1,"[0.7806846499443054, 0.8433608412742615, -0.00015319367230404168]","[0.779991626739502, 0.7116135358810425, 0.05334126204252243]","[0.7370045185089111, 0.6187044382095337, 0.054098229855298996]","[0.6716808080673218, 0.582523763179779, 0.062312908470630646]","[0.624786376953125, 0.5814012289047241, 0.06823094934225082]","[0.7057413458824158, 0.5778809785842896, -0.12175924330949783]","[0.5868473649024963, 0.48419949412345886, -0.11765514314174652]","[0.5192228555679321, 0.4352289140224457, -0.11294267326593399]","[0.46795088052749634, 0.40600359439849854, -0.11767350882291794]","[0.6651499271392822, 0.6454023122787476, -0.13064581155776978]","[0.5598490238189697, 0.5878732204437256, -0.05780584737658501]","[0.5855165719985962, 0.6188936829566956, 0.022976143285632133]","[0.6183425188064575, 0.6375782489776611, 0.03865748271346092]","[0.6318816542625427, 0.7216307520866394, -0.12958048284053802]","[0.5488475561141968, 0.6614595651626587, -0.054444681853055954]","[0.5801185965538025, 0.6832341551780701, 0.0036378703080117702]","[0.6105606555938721, 0.7026280760765076, 0.0029275882989168167]","[0.6062648296356201, 0.7954950332641602, -0.12352198362350464]","[0.5462244749069214, 0.7250279784202576, -0.06595209240913391]","[0.572975218296051, 0.7392009496688843, -0.028222518041729927]","[0.5965031385421753, 0.7624368071556091, -0.029591107740998268]"
0,1,"[0.7756337523460388, 0.8621441125869751, -9.829798364080489e-05]","[0.7347390651702881, 0.7301016449928284, 0.044649388641119]","[0.6598001718521118, 0.6687649488449097, 0.05177977308630943]","[0.5812723636627197, 0.6723840236663818, 0.06636662781238556]","[0.5326823592185974, 0.6969020962715149, 0.07978615164756775]","[0.615006148815155, 0.6915217638015747, -0.12302136421203613]","[0.4799157977104187, 0.6842108368873596, -0.11118478327989578]","[0.4032759368419647, 0.6804807186126709, -0.10656653344631195]","[0.3486158847808838, 0.6848975419998169, -0.11194131523370743]","[0.6004763245582581, 0.782622754573822, -0.12268055230379105]","[0.49599820375442505, 0.7604391574859619, -0.04315699636936188]","[0.5287377834320068, 0.7550897598266602, 0.035391345620155334]","[0.5629905462265015, 0.757432758808136, 0.05212042108178139]","[0.5951318740844727, 0.867739200592041, -0.11212968826293945]","[0.5080466270446777, 0.8339372277259827, -0.03294816613197327]","[0.5389906167984009, 0.8235292434692383, 0.025675438344478607]","[0.5701020359992981, 0.8296196460723877, 0.028050824999809265]","[0.5939152240753174, 0.9410020112991333, -0.09671306610107422]","[0.5209240913391113, 0.8989335894584656, -0.03549373894929886]","[0.5418965816497803, 0.8841583132743835, 0.008745660074055195]","[0.56770259141922, 0.8908389806747437, 0.014559281058609486]"
0,1,"[0.684368371963501, 0.8374482989311218, -6.480969750555232e-05]","[0.7485962510108948, 0.7701545357704163, 0.10437747091054916]","[0.781691312789917, 0.6929203271865845, 0.12311571091413498]","[0.7820427417755127, 0.6220541596412659, 0.12809503078460693]","[0.7679924964904785, 0.5813354849815369, 0.1280164271593094]","[0.839306116104126, 0.6334917545318604, -0.017944758757948875]","[0.8495880365371704, 0.482283353805542, 0.006063814274966717]","[0.8522664904594421, 0.3938063383102417, 0.013747411780059338]","[0.8538079857826233, 0.32745450735092163, 0.007418869063258171]","[0.7989961504936218, 0.6227219700813293, -0.062079112976789474]","[0.7534111738204956, 0.47984418272972107, 0.012809001840651035]","[0.7282933592796326, 0.5186187028884888, 0.07889779657125473]","[0.7353450655937195, 0.56451416015625, 0.08590136468410492]","[0.7425822019577026, 0.6151140332221985, -0.09263940155506134]","[0.7041932344436646, 0.49163004755973816, -0.016361594200134277]","[0.6875404715538025, 0.5367889404296875, 0.02580280229449272]","[0.6937510967254639, 0.5817034244537354, 0.016672514379024506]","[0.6834235191345215, 0.6093831062316895, -0.11653371155261993]","[0.6643370389938354, 0.5109426975250244, -0.05522457882761955]","[0.6540735363960266, 0.5525174140930176, -0.021192345768213272]","[0.6564012169837952, 0.592237114906311, -0.026542553678154945]"
0,1,"[0.466429203748703, 0.8472496867179871, -0.00022552948212251067]","[0.5379165410995483, 0.7328739166259766, 0.06998034566640854]","[0.5579203963279724, 0.6073923110961914, 0.07254984974861145]","[0.5315399169921875, 0.503469705581665, 0.0805559754371643]","[0.49303847551345825, 0.45051199197769165, 0.08784839510917664]","[0.5481464266777039, 0.5558168292045593, -0.1561141163110733]","[0.5310639142990112, 0.3392033576965332, -0.16119776666164398]","[0.5175474286079407, 0.21934694051742554, -0.16542604565620422]","[0.507457971572876, 0.13363319635391235, -0.17981889843940735]","[0.47339504957199097, 0.5674095153808594, -0.16754037141799927]","[0.42996326088905334, 0.3808685839176178, -0.09010010212659836]","[0.42587584257125854, 0.43699052929878235, 0.00798813160508871]","[0.4358792304992676, 0.4998036324977875, 0.03659438714385033]","[0.39705201983451843, 0.5890705585479736, -0.16621527075767517]","[0.3707134425640106, 0.425921231508255, -0.07771341502666473]","[0.3764955699443817, 0.4840117394924164, 0.002293376950547099]","[0.3849872946739197, 0.5419375896453857, 0.00907490961253643]","[0.32605648040771484, 0.614280641078949, -0.1588875949382782]","[0.3214336931705475, 0.4732602536678314, -0.09758812934160233]","[0.3294656276702881, 0.5118626952171326, -0.04487502947449684]","[0.3290083408355713, 0.5581731796264648, -0.0379735566675663]"
