2,1,"[0.6813300251960754, 0.9064022302627563, -6.150230910861865e-05]","[0.6307902336120605, 0.8835883140563965, -0.026525983586907387]","[0.5934715270996094, 0.8086037039756775, -0.04488576948642731]","[0.6247401833534241, 0.7649841904640198, -0.0611274316906929]","[0.6684496998786926, 0.7467729449272156, -0.05944957956671715]","[0.6181747317314148, 0.6905738115310669, -0.008932092227041721]","[0.5971447229385376, 0.619192361831665, -0.035859670490026474]","[0.5879348516464233, 0.5687425136566162, -0.049457650631666183]","[0.5816023945808411, 0.5198566317558289, -0.05566432699561119]","[0.6596773862838745, 0.6801731586456299, -0.020035572350025177]","[0.6608257293701172, 0.5901123285293579, -0.036023855209350586]","[0.6632140874862671, 0.5340498089790344, -0.04910831153392792]","[0.6653621196746826, 0.4858245849609375, -0.0503726452589035]","[0.6922692656517029, 0.7016668319702148, -0.03456125035881996]","[0.7069057822227478, 0.6283463835716248, -0.05662718042731285]","[0.7161678671836853, 0.5782796740531921, -0.07639290392398834]","[0.7249457836151123, 0.528211236000061, -0.08495509624481201]","[0.7197026014328003, 0.7443624138832092, -0.055700112134218216]","[0.7040595412254333, 0.715691328048706, -0.08870553225278854]","[0.681463897228241, 0.7434885501861572, -0.10782016068696976]","[0.6664204597473145, 0.7723726630210876, -0.10819477587938309]"
2,1,"[0.7394394874572754, 0.9458875060081482, 3.786808520089835e-06]","[0.7076972723007202, 0.9010738134384155, -0.06133385747671127]","[0.7141132354736328, 0.8409052491188049, -0.09087179601192474]","[0.7573613524436951, 0.848773717880249, -0.1111791804432869]","[0.8089630603790283, 0.8448994755744934, -0.10348310321569443]","[0.7756257057189941, 0.7487139105796814, -0.038961585611104965]","[0.8013147711753845, 0.676576554775238, -0.07706783711910248]","[0.8209536671638489, 0.625566840171814, -0.09792957454919815]","[0.8423287272453308, 0.5830287933349609, -0.1085316613316536]","[0.8141173720359802, 0.7731183767318726, -0.03579980134963989]","[0.8585423231124878, 0.7067082524299622, -0.054085858166217804]","[0.8909913301467896, 0.6664227247238159, -0.06983229517936707]","[0.9210076332092285, 0.636384904384613, -0.07124631106853485]","[0.8328669667243958, 0.8145761489868164, -0.03826695308089256]","[0.8937658071517944, 0.7823732495307922, -0.06161627918481827]","[0.9368000626564026, 0.7633360624313354, -0.08088482916355133]","[0.9741170406341553, 0.7410557270050049, -0.09308280050754547]","[0.8391764163970947, 0.8621212244033813, -0.05165429040789604]","[0.852973461151123, 0.8519703149795532, -0.09563485532999039]","[0.825432300567627, 0.8723311424255371, -0.12236814200878143]","[0.8011845946311951, 0.8910612463951111, -0.12906749546527863]"
2,1,"[0.8904306888580322, 0.8429087400436401, -3.9951391954673454e-05]","[0.8468846082687378, 0.876697838306427, -0.06420640647411346]","[0.7973272204399109, 0.8735875487327576, -0.10092508047819138]","[0.7976258993148804, 0.8268609046936035, -0.1293162852525711]","[0.7990762591362, 0.7696934342384338, -0.14009448885917664]","[0.726811945438385, 0.7596803903579712, -0.05583224818110466]","[0.665850043296814, 0.7269631028175354, -0.09176159650087357]","[0.6298149824142456, 0.6971519589424133, -0.1156899482011795]","[0.5980183482170105, 0.6672821044921875, -0.13088516891002655]","[0.7488176226615906, 0.7071757912635803, -0.05276075378060341]","[0.6895632147789001, 0.6419744491577148, -0.07230363041162491]","[0.658017635345459, 0.5987821817398071, -0.09346981346607208]","[0.6303558349609375, 0.5574868321418762, -0.10275134444236755]","[0.7845733165740967, 0.6877744793891907, -0.053439877927303314]","[0.7591073513031006, 0.6176704168319702, -0.08144604414701462]","[0.7439010739326477, 0.5719656944274902, -0.10773568600416183]","[0.725045382976532, 0.5287390947341919, -0.12418748438358307]","[0.8269910216331482, 0.6880038380622864, -0.06391248106956482]","[0.8214003443717957, 0.6953072547912598, -0.11376725882291794]","[0.8324816226959229, 0.741227388381958, -0.14421392977237701]","[0.8429102301597595, 0.7761996984481812, -0.15307839214801788]"
2,1,"[0.9262336492538452, 0.7190544605255127, -7.982334500411525e-05]","[0.8977064490318298, 0.7846121788024902, -0.050885725766420364]","[0.8450606465339661, 0.8076961040496826, -0.0769733116030693]","[0.8209482431411743, 0.7523287534713745, -0.09563092887401581]","[0.799543023109436, 0.7048437595367432, -0.09597526490688324]","[0.7563059329986572, 0.7727555632591248, -0.028932128101587296]","[0.689990222454071, 0.7941582202911377, -0.059318654239177704]","[0.6463187336921692, 0.8035961389541626, -0.07483609020709991]","[0.6077082753181458, 0.8113340735435486, -0.08475968986749649]","[0.7517779469490051, 0.7114496231079102, -0.03043985925614834]","[0.672159731388092, 0.7081007957458496, -0.04871298745274544]","[0.621607780456543, 0.6998768448829651, -0.06500010192394257]","[0.5799906253814697, 0.6919542551040649, -0.07135963439941406]","[0.7723000049591064, 0.6649154424667358, -0.037911556661129]","[0.7086508870124817, 0.6433145999908447, -0.06301753968000412]","[0.6687790155410767, 0.6317129135131836, -0.08339021354913712]","[0.6311458349227905, 0.6213254928588867, -0.0920046791434288]","[0.8067035675048828, 0.6275972127914429, -0.05260271951556206]","[0.7842462658882141, 0.6498857736587524, -0.09857229143381119]","[0.8068872690200806, 0.679205060005188, -0.12502697110176086]","[0.8301583528518677, 0.6968674063682556, -0.12899963557720184]"
2,1,"[0.8983229994773865, 0.7180567979812622, -0.00011311136040603742]","[0.8805744647979736, 0.7903555631637573, -0.0317545011639595]","[0.8209930062294006, 0.844432532787323, -0.05214514583349228]","[0.7778251767158508, 0.813412070274353, -0.07440594583749771]","[0.7564398050308228, 0.7640548944473267, -0.08943963795900345]","[0.733449399471283, 0.8217109441757202, 0.01511736586689949]","[0.6776746511459351, 0.8618144392967224, -0.006742195691913366]","[0.6394408345222473, 0.8850501775741577, -0.019023671746253967]","[0.6045266389846802, 0.9036985635757446, -0.02557395212352276]","[0.7217543721199036, 0.7638503313064575, -8.993232040666044e-05]","[0.6496301889419556, 0.7847965359687805, -0.011935642920434475]","[0.6016924977302551, 0.7951738834381104, -0.02163492888212204]","[0.566352128982544, 0.8014037609100342, -0.021599601954221725]","[0.7341277003288269, 0.7130447030067444, -0.024043701589107513]","[0.6665364503860474, 0.7248837947845459, -0.04685597121715546]","[0.6266374588012695, 0.7355471253395081, -0.06060319021344185]","[0.5920966267585754, 0.7441478371620178, -0.061468854546546936]","[0.7597379684448242, 0.6659967303276062, -0.05437825620174408]","[0.7325286865234375, 0.7117493748664856, -0.10205084830522537]","[0.761685311794281, 0.7403222322463989, -0.1236155778169632]","[0.7929370403289795, 0.75308758020401, -0.12359663099050522]"
2,1,"[0.49454838037490845, 0.8925046920776367, -0.00020188710186630487]","[0.40170174837112427, 0.8589011430740356, -0.0629592016339302]","[0.34495848417282104, 0.7400671243667603, -0.11522459983825684]","[0.39359793066978455, 0.6745045185089111, -0.16688135266304016]","[0.4568982422351837, 0.6137811541557312, -0.19175121188163757]","[0.39597412943840027, 0.496380090713501, -0.01721993274986744]","[0.37798935174942017, 0.3606773614883423, -0.06199202686548233]","[0.36993587017059326, 0.26560187339782715, -0.09476491808891296]","[0.3649563789367676, 0.17742526531219482, -0.11330857872962952]","[0.47027909755706787, 0.4871869683265686, -0.04281694442033768]","[0.4775989055633545, 0.32289159297943115, -0.06953733414411545]","[0.49120357632637024, 0.21930637955665588, -0.10026180744171143]","[0.5068598389625549, 0.1304628849029541, -0.10623566806316376]","[0.5259319543838501, 0.5295130610466003, -0.07934318482875824]","[0.5504004955291748, 0.3869490325450897, -0.12011116743087769]","[0.5688391923904419, 0.29209041595458984, -0.15892519056797028]","[0.5878807306289673, 0.2012397050857544, -0.17835132777690887]","[0.5708754062652588, 0.6053341031074524, -0.12817397713661194]","[0.5382857322692871, 0.5496963262557983, -0.19198395311832428]","[0.49747297167778015, 0.6054381132125854, -0.22490845620632172]","[0.4724207818508148, 0.6639990210533142, -0.22757863998413086]"
2,1,"[0.8360978364944458, 0.712266206741333, -0.00019199277448933572]","[0.7491449117660522, 0.7831770181655884, -0.07798854261636734]","[0.6402736306190491, 0.7668216228485107, -0.12428657710552216]","[0.6024877429008484, 0.6559842228889465, -0.16891495883464813]","[0.5832483768463135, 0.5464451313018799, -0.2007475644350052]","[0.5024951100349426, 0.6111776232719421, 0.0006699520745314658]","[0.3866269588470459, 0.574161946773529, -0.03887852281332016]","[0.31197240948677063, 0.5398954153060913, -0.06096840277314186]","[0.24266791343688965, 0.5065551400184631, -0.0737868994474411]","[0.5286228656768799, 0.5123629570007324, -0.018551869317889214]","[0.40494757890701294, 0.42330747842788696, -0.03217863664031029]","[0.3296092748641968, 0.36468738317489624, -0.0521736778318882]","[0.2717745900154114, 0.31919580698013306, -0.05411682650446892]","[0.5853806138038635, 0.45878905057907104, -0.050671808421611786]","[0.48312675952911377, 0.35839295387268066, -0.08240439742803574]","[0.41821277141571045, 0.29874274134635925, -0.10904697328805923]","[0.3582841157913208, 0.24505004286766052, -0.1187562346458435]","[0.6612832546234131, 0.43121570348739624, -0.0971880629658699]","[0.6004456877708435, 0.4374554753303528, -0.1727440357208252]","[0.6227196455001831, 0.5142662525177002, -0.21528507769107819]","[0.6593416333198547, 0.5783533453941345, -0.22369705140590668]"
2,1,"[0.8313077688217163, 0.6818481087684631, -0.00012113517732359469]","[0.7791640758514404, 0.8038265109062195, -0.07590977847576141]","[0.6632357835769653, 0.8479976058006287, -0.12166353315114975]","[0.5837796330451965, 0.76242595911026, -0.166142538189888]","[0.5300225615501404, 0.6693331003189087, -0.19622616469860077]","[0.5135418772697449, 0.7834085822105408, 0.007969904690980911]","[0.3978899121284485, 0.8340126276016235, -0.03735559433698654]","[0.3208993077278137, 0.8576547503471375, -0.06131785735487938]","[0.2510160207748413, 0.8712355494499207, -0.06892373412847519]","[0.5026117563247681, 0.6814359426498413, -0.01332732755690813]","[0.37144404649734497, 0.68446946144104, -0.03386082872748375]","[0.28474047780036926, 0.6794350147247314, -0.05668652430176735]","[0.2217731773853302, 0.6715137958526611, -0.061473168432712555]","[0.5314267873764038, 0.5993311405181885, -0.05108102038502693]","[0.401247501373291, 0.5793362259864807, -0.08428319543600082]","[0.31851309537887573, 0.5707637071609497, -0.11308185011148453]","[0.24562597274780273, 0.5639685392379761, -0.12453439831733704]","[0.5872071981430054, 0.5221156477928162, -0.10186554491519928]","[0.5105660557746887, 0.5680772662162781, -0.1938726156949997]","[0.5517880320549011, 0.6253893375396729, -0.24486123025417328]","[0.6111476421356201, 0.6617307066917419, -0.2585894763469696]"
2,1,"[0.5045269727706909, 0.8424741625785828, -3.194380406057462e-05]","[0.4299309551715851, 0.7559868097305298, -0.07312421500682831]","[0.42598289251327515, 0.6121364235877991, -0.125993549823761]","[0.49945008754730225, 0.5958096981048584, -0.17591936886310577]","[0.5887653827667236, 0.6036006212234497, -0.18873515725135803]","[0.5707100629806519, 0.43851667642593384, -0.027034223079681396]","[0.6040374040603638, 0.30562347173690796, -0.08912625908851624]","[0.6359162926673889, 0.21534058451652527, -0.1227961927652359]","[0.6716715097427368, 0.14052292704582214, -0.13787952065467834]","[0.6443626284599304, 0.47888997197151184, -0.04836563020944595]","[0.7294474840164185, 0.3630291819572449, -0.07759933173656464]","[0.7930917739868164, 0.2898958921432495, -0.09911084175109863]","[0.8510476350784302, 0.2373039424419403, -0.09452565759420395]","[0.6767102479934692, 0.5535751581192017, -0.08066331595182419]","[0.772674560546875, 0.46854281425476074, -0.11908447742462158]","[0.8412947654724121, 0.40567341446876526, -0.14197465777397156]","[0.9057637453079224, 0.3444516658782959, -0.153331458568573]","[0.6816602945327759, 0.6473293304443359, -0.1273176223039627]","[0.6845962405204773, 0.6038943529129028, -0.19276423752307892]","[0.627854585647583, 0.6394079327583313, -0.22177061438560486]","[0.5815033316612244, 0.682159423828125, -0.2222851663827896]"
2,1,"[0.7156952619552612, 0.8241501450538635, -0.00015823286958038807]","[0.6175545454025269, 0.8389612436294556, -0.08264493942260742]","[0.5323296189308167, 0.742524266242981, -0.1357852816581726]","[0.5757502317428589, 0.6377972960472107, -0.17994582653045654]","[0.6255699396133423, 0.5379130840301514, -0.1859874576330185]","[0.5048133730888367, 0.4955790042877197, -0.03252597153186798]","[0.435260534286499, 0.3752511143684387, -0.08430487662553787]","[0.3907141089439392, 0.28904029726982117, -0.1158747673034668]","[0.3553473949432373, 0.2077157199382782, -0.12899938225746155]","[0.574812114238739, 0.43870067596435547, -0.05003118887543678]","[0.5354015231132507, 0.2798786759376526, -0.07614932954311371]","[0.5108194947242737, 0.17246919870376587, -0.10357953608036041]","[0.4949045777320862, 0.08465355634689331, -0.1070917546749115]","[0.6451864242553711, 0.4442348778247833, -0.07749725878238678]","[0.6249423623085022, 0.2881493866443634, -0.10907906293869019]","[0.6098533868789673, 0.1788363754749298, -0.13896600902080536]","[0.5979703664779663, 0.07543438673019409, -0.15172505378723145]","[0.7177424430847168, 0.48953431844711304, -0.11969132721424103]","[0.6730420589447021, 0.446852445602417, -0.19548949599266052]","[0.653484046459198, 0.5311179161071777, -0.23782187700271606]","[0.6502599716186523, 0.6135364770889282, -0.24385856091976166]"
