1,"[0.7636396288871765, 0.7405123710632324, -0.00014360134082380682]","[0.6781221032142639, 0.6917339563369751, -0.04544530436396599]","[0.6287226676940918, 0.5733728408813477, -0.07175092399120331]","[0.6517292857170105, 0.457255095243454, -0.10652604699134827]","[0.6962758898735046, 0.3892434239387512, -0.13516472280025482]","[0.648847758769989, 0.4317951500415802, 0.0431455597281456]","[0.6103962659835815, 0.30675050616264343, 0.030277933925390244]","[0.5904016494750977, 0.23208385705947876, 0.023427797481417656]","[0.579796552658081, 0.16384774446487427, 0.02362274006009102]","[0.70648193359375, 0.40795308351516724, 0.03312620893120766]","[0.6940857768058777, 0.26058995723724365, 0.01776248775422573]","[0.6800011396408081, 0.1707516610622406, -0.009077145718038082]","[0.6744388341903687, 0.09537401795387268, -0.0256870798766613]","[0.7563824653625488, 0.4185568392276764, 0.009461200796067715]","[0.7390754222869873, 0.3109337091445923, -0.05764736980199814]","[0.7180129289627075, 0.4032677710056305, -0.09679585695266724]","[0.7191702723503113, 0.4830872416496277, -0.09831361472606659]","[0.8110678195953369, 0.4438428282737732, -0.01745694689452648]","[0.7944197654724121, 0.34613901376724243, -0.070607990026474]","[0.7700467109680176, 0.3935243487358093, -0.0989246740937233]","[0.7641804218292236, 0.45444929599761963, -0.10306232422590256]"
1,"[0.5132185220718384, 0.9269214868545532, -0.000138549818075262]","[0.4179325997829437, 0.9325758218765259, -0.09746424853801727]","[0.3509809374809265, 0.8573893904685974, -0.17978739738464355]","[0.3906031847000122, 0.8090329170227051, -0.2513032555580139]","[0.4549231231212616, 0.7477814555168152, -0.2818599343299866]","[0.3901211619377136, 0.6142893433570862, -0.10120739042758942]","[0.3659912943840027, 0.4679452180862427, -0.17547349631786346]","[0.350579172372818, 0.3693753778934479, -0.2176232933998108]","[0.340909481048584, 0.2846834063529968, -0.23952040076255798]","[0.46974173188209534, 0.6014226675033569, -0.11680113524198532]","[0.47798627614974976, 0.434626966714859, -0.1916835606098175]","[0.4873593747615814, 0.3155437409877777, -0.24982485175132751]","[0.4998355209827423, 0.20332461595535278, -0.2939634323120117]","[0.5402510166168213, 0.6370323896408081, -0.14139340817928314]","[0.5637843012809753, 0.574245274066925, -0.2939556837081909]","[0.5337746739387512, 0.7034198045730591, -0.3490622639656067]","[0.5085257291793823, 0.7999095320701599, -0.34197691082954407]","[0.602080762386322, 0.6979879140853882, -0.1688086837530136]","[0.6097896099090576, 0.6640499830245972, -0.2881830930709839]","[0.5823849439620972, 0.7525028586387634, -0.32063791155815125]","[0.5536074042320251, 0.8235181570053101, -0.30809125304222107]"
1,"[0.5236313343048096, 0.9525485038757324, -0.00015187333337962627]","[0.41520196199417114, 0.9142614603042603, -0.08620870858430862]","[0.3624020516872406, 0.7823529243469238, -0.1349145472049713]","[0.4202500879764557, 0.6867057085037231, -0.18256355822086334]","[0.49191778898239136, 0.6337552666664124, -0.20828285813331604]","[0.41354209184646606, 0.5568873882293701, 0.016352003440260887]","[0.3939482271671295, 0.4056857228279114, -0.008195609785616398]","[0.38324829936027527, 0.30553433299064636, -0.026758497580885887]","[0.3825126886367798, 0.22552189230918884, -0.03356185182929039]","[0.4906996488571167, 0.5469247698783875, 0.0091619361191988]","[0.4946858286857605, 0.3796922266483307, -0.012209794484078884]","[0.4970116913318634, 0.27111342549324036, -0.029811745509505272]","[0.5057946443557739, 0.18669846653938293, -0.036766041070222855]","[0.5560481548309326, 0.589856743812561, -0.018511351197957993]","[0.5677230954170227, 0.4791795611381531, -0.12571130692958832]","[0.5309655666351318, 0.6007710099220276, -0.19466085731983185]","[0.5109976530075073, 0.7027042508125305, -0.19914375245571136]","[0.6178444623947144, 0.6552149653434753, -0.0502290278673172]","[0.6142569184303284, 0.5756717324256897, -0.1497071087360382]","[0.5789852142333984, 0.6656872034072876, -0.19827872514724731]","[0.5557658076286316, 0.7471978664398193, -0.20477916300296783]"
1,"[0.33369284868240356, 0.9818745851516724, -0.00012988918751943856]","[0.24247810244560242, 0.9528802633285522, -0.03458615764975548]","[0.18885323405265808, 0.8575416803359985, -0.06327164173126221]","[0.19135308265686035, 0.7793470621109009, -0.10356690734624863]","[0.23482489585876465, 0.7180173993110657, -0.131086528301239]","[0.2472972422838211, 0.6700710654258728, 0.034224845468997955]","[0.22207783162593842, 0.5349154472351074, 0.019133957102894783]","[0.20946082472801208, 0.4501204192638397, 0.010987427085638046]","[0.20349082350730896, 0.3799520432949066, 0.005755774211138487]","[0.3046291172504425, 0.6638780832290649, 0.007362952455878258]","[0.30728474259376526, 0.5052486062049866, -0.021354034543037415]","[0.30200424790382385, 0.40045657753944397, -0.057495180517435074]","[0.30278280377388, 0.31137895584106445, -0.08923453092575073]","[0.35554438829421997, 0.6974925398826599, -0.031635284423828125]","[0.330562025308609, 0.6024281978607178, -0.132253497838974]","[0.2807449996471405, 0.6915289759635925, -0.18302889168262482]","[0.2576872706413269, 0.7719214558601379, -0.18849629163742065]","[0.4059547483921051, 0.7412976622581482, -0.06975079327821732]","[0.37366268038749695, 0.6757681369781494, -0.15485788881778717]","[0.3303982615470886, 0.7408738732337952, -0.18945281207561493]","[0.3051535189151764, 0.8042377233505249, -0.19868971407413483]"
1,"[0.4166513979434967, 0.8638731241226196, -0.00010969320283038542]","[0.3383336365222931, 0.8158911466598511, -0.013114694505929947]","[0.29696542024612427, 0.7036784887313843, -0.038753192871809006]","[0.30698415637016296, 0.618635356426239, -0.08061589300632477]","[0.34658023715019226, 0.567802369594574, -0.11895928531885147]","[0.35843580961227417, 0.5478519201278687, 0.04967982694506645]","[0.339689165353775, 0.4296920895576477, 0.03874044492840767]","[0.32962703704833984, 0.3563685417175293, 0.03220203146338463]","[0.32741206884384155, 0.2943365275859833, 0.027401601895689964]","[0.4084612727165222, 0.5450924038887024, 0.016338739544153214]","[0.4131965935230255, 0.404959112405777, -0.007722174283117056]","[0.40241122245788574, 0.31727737188339233, -0.034780342131853104]","[0.40028703212738037, 0.2465168833732605, -0.057021643966436386]","[0.4485969543457031, 0.5755004286766052, -0.029449714347720146]","[0.42016011476516724, 0.4771297574043274, -0.0996997058391571]","[0.3789210915565491, 0.5569869875907898, -0.12707270681858063]","[0.37120068073272705, 0.6232244968414307, -0.12521401047706604]","[0.4812592566013336, 0.6190221309661865, -0.07332484424114227]","[0.4414382874965668, 0.5443775653839111, -0.12856145203113556]","[0.40610891580581665, 0.5996701717376709, -0.14231443405151367]","[0.3989749252796173, 0.6555356979370117, -0.14250797033309937]"
1,"[0.8702837824821472, 0.8316025733947754, -9.876744297798723e-05]","[0.7977918386459351, 0.7788701057434082, -0.05571663752198219]","[0.7647631168365479, 0.6667192578315735, -0.07736365497112274]","[0.8075046539306641, 0.5693232417106628, -0.09729274362325668]","[0.8625662326812744, 0.5325037837028503, -0.10780752450227737]","[0.7781053185462952, 0.5518006682395935, 0.030525384470820427]","[0.7487025260925293, 0.4421316385269165, 0.00836283527314663]","[0.7360387444496155, 0.37292590737342834, -0.007420385722070932]","[0.7325096726417542, 0.31240835785865784, -0.012132030911743641]","[0.8317238092422485, 0.5368629097938538, 0.03207866847515106]","[0.8333491683006287, 0.4207268953323364, 0.016506962478160858]","[0.8333657383918762, 0.34135326743125916, -0.003182515036314726]","[0.8377044200897217, 0.2825484275817871, -0.010578583925962448]","[0.8758214712142944, 0.5578796863555908, 0.016687922179698944]","[0.8889153003692627, 0.466240793466568, -0.04839228466153145]","[0.8748518824577332, 0.5278261303901672, -0.09629137814044952]","[0.8672816157341003, 0.5922982096672058, -0.10156569629907608]","[0.9196814894676208, 0.5959015488624573, -0.001505263731814921]","[0.9314678907394409, 0.522300124168396, -0.058100271970033646]","[0.9181859493255615, 0.5501413345336914, -0.0888638123869896]","[0.9070425629615784, 0.5960959792137146, -0.09319694340229034]"
1,"[0.8862348198890686, 0.9649544358253479, -0.00012145506480010226]","[0.8167170882225037, 0.9277464151382446, -0.06339921802282333]","[0.7819867134094238, 0.8367727994918823, -0.09621423482894897]","[0.8341492414474487, 0.759340763092041, -0.12310322374105453]","[0.8887144923210144, 0.7164414525032043, -0.13085494935512543]","[0.798524022102356, 0.7076212167739868, -0.007073868531733751]","[0.7807976007461548, 0.6027024984359741, -0.037584222853183746]","[0.7743915915489197, 0.5317070484161377, -0.05685688927769661]","[0.7743925452232361, 0.4721697270870209, -0.06443364918231964]","[0.8520382046699524, 0.6958945989608765, -0.004721751902252436]","[0.8510194420814514, 0.5908529758453369, -0.0362088717520237]","[0.8549079895019531, 0.5200797319412231, -0.062215227633714676]","[0.8611170649528503, 0.46881330013275146, -0.06916173547506332]","[0.8965848088264465, 0.7201588749885559, -0.014565967954695225]","[0.9152535200119019, 0.6560973525047302, -0.096322201192379]","[0.9045478701591492, 0.7329272031784058, -0.13571158051490784]","[0.8947629332542419, 0.8001078963279724, -0.13046637177467346]","[0.9391767382621765, 0.7636889219284058, -0.027885381132364273]","[0.955599308013916, 0.7079554796218872, -0.09822440892457962]","[0.9427424073219299, 0.7533506155014038, -0.12630800902843475]","[0.928813636302948, 0.8020801544189453, -0.12357764691114426]"
1,"[0.8057501316070557, 0.7256991863250732, -8.812817395664752e-05]","[0.7456228137016296, 0.6867674589157104, -0.04451240226626396]","[0.7203889489173889, 0.582059919834137, -0.05945144221186638]","[0.7772669792175293, 0.5007020235061646, -0.07286709547042847]","[0.8310218453407288, 0.47003239393234253, -0.06708227843046188]","[0.7207514643669128, 0.4841829240322113, 0.017921410501003265]","[0.6948729753494263, 0.379532128572464, -0.011276502162218094]","[0.6827974915504456, 0.31293708086013794, -0.02452888898551464]","[0.6768577694892883, 0.25727343559265137, -0.02326388657093048]","[0.770797610282898, 0.4690062999725342, 0.015015696175396442]","[0.7682069540023804, 0.3550645112991333, -0.005865507293492556]","[0.7659603357315063, 0.27530109882354736, -0.015340041369199753]","[0.770409882068634, 0.2143372893333435, -0.01005367748439312]","[0.8154645562171936, 0.49216416478157043, -0.0013450714759528637]","[0.817209780216217, 0.4306432604789734, -0.068401999771595]","[0.8020218014717102, 0.509098470211029, -0.09115396440029144]","[0.8011603951454163, 0.5660423636436462, -0.07385452836751938]","[0.8573559522628784, 0.5299632549285889, -0.01927349902689457]","[0.8482418060302734, 0.4777698516845703, -0.07813088595867157]","[0.8327359557151794, 0.5311668515205383, -0.09539183974266052]","[0.8282179236412048, 0.5778332352638245, -0.08429581671953201]"
1,"[0.8638065457344055, 0.7182653546333313, -5.7352808653376997e-05]","[0.851416826248169, 0.6298887133598328, 0.11836013942956924]","[0.8314436674118042, 0.5409741997718811, 0.13762755692005157]","[0.8042598962783813, 0.4888266623020172, 0.12968792021274567]","[0.7736806869506836, 0.45059967041015625, 0.1270522028207779]","[0.8697646856307983, 0.4302894175052643, 0.0387120321393013]","[0.8207066655158997, 0.31409358978271484, 0.04870542883872986]","[0.7941550612449646, 0.24511778354644775, 0.05412575602531433]","[0.7744755744934082, 0.18982061743736267, 0.05374893173575401]","[0.853500485420227, 0.44685912132263184, -0.023598117753863335]","[0.7679979801177979, 0.323356568813324, -0.022987091913819313]","[0.7164337635040283, 0.26076382398605347, -0.010167298838496208]","[0.6784358024597168, 0.21292567253112793, -0.006365870591253042]","[0.8250848650932312, 0.4829366207122803, -0.07404962182044983]","[0.7209088206291199, 0.4264514148235321, -0.0313706137239933]","[0.7223162651062012, 0.4902797043323517, 0.01924744062125683]","[0.7453153729438782, 0.5258857607841492, 0.04159621521830559]","[0.7866564989089966, 0.5272260904312134, -0.11843962967395782]","[0.696723997592926, 0.4889647364616394, -0.06798890233039856]","[0.702524721622467, 0.5368527770042419, -0.027971604838967323]","[0.7262610793113708, 0.5660607218742371, -0.008467012085020542]"
1,"[0.7628415822982788, 0.754096269607544, -9.418025729246438e-05]","[0.8009769916534424, 0.6722592115402222, 0.08613955974578857]","[0.8004127144813538, 0.5888389945030212, 0.0973062664270401]","[0.7760621905326843, 0.5333035588264465, 0.09689854085445404]","[0.7477471828460693, 0.5007209777832031, 0.09524893760681152]","[0.812401294708252, 0.5207496881484985, -0.027263106778264046]","[0.7937823534011841, 0.38866811990737915, -0.023137172684073448]","[0.7788664102554321, 0.31499481201171875, -0.013181707821786404]","[0.7664896845817566, 0.2600226402282715, -0.009678180329501629]","[0.7664323449134827, 0.5311325788497925, -0.059769343584775925]","[0.7252243757247925, 0.38845598697662354, -0.04979483410716057]","[0.7002056837081909, 0.31738537549972534, -0.02353683114051819]","[0.6836904287338257, 0.26708775758743286, -0.009961450472474098]","[0.7183289527893066, 0.557701826095581, -0.0750715360045433]","[0.6694284081459045, 0.46307986974716187, -0.015319976024329662]","[0.6757105588912964, 0.5061357021331787, 0.03966723755002022]","[0.6904709935188293, 0.5417565703392029, 0.06052263826131821]","[0.6731880307197571, 0.5916958451271057, -0.08818551152944565]","[0.6434901356697083, 0.5245202779769897, -0.025031737983226776]","[0.6523652672767639, 0.5590403079986572, 0.016567464917898178]","[0.6642879247665405, 0.5911775231361389, 0.03387970104813576]"
